,amount,transaction_time,location,customer_age,card_type,purchase_category
1905,6623.75,3145,24,68,2,4
1906,8859.07,3146,17,67,1,1
1907,3785.18,3147,14,54,2,3
1908,6370.31,3148,8,18,1,0
1909,896.0,3149,0,54,0,5
1910,7241.75,3150,49,23,1,3
1911,2758.04,3151,6,59,3,0
1912,1508.09,3152,12,27,0,5
1913,3783.43,3153,24,42,0,2
1914,1238.19,3154,43,24,0,1
1915,4135.59,3155,48,56,3,2
1916,7979.02,3156,10,32,1,1
1917,5121.71,3157,15,41,3,5
1918,9906.77,3158,48,53,3,1
1919,3701.97,3159,4,24,2,5
1920,499.49,3200,21,41,2,2
1921,3108.16,3201,9,24,0,3
1922,1710.65,3202,37,37,1,4
1923,5772.48,3203,0,24,2,1
1924,7298.7,3204,45,52,2,2
1925,5529.91,3205,49,68,2,5
1926,403.37,3206,28,41,0,4
1927,4702.99,3207,36,57,0,0
1928,4073.25,3208,2,70,3,1
1929,2411.49,3209,19,37,2,2
1930,6025.0,3210,15,21,0,3
1931,6145.95,3211,36,21,1,1
1932,4605.64,3212,45,37,1,4
1933,3557.22,3213,20,50,3,5
1934,9987.42,3214,14,56,2,4
1935,7725.94,3215,3,69,3,1
1936,7788.35,3216,30,43,2,1
1937,9531.52,3217,6,39,1,0
1938,8563.0,3218,37,45,1,2
1939,5262.96,3219,17,18,0,1
1940,1266.41,3220,24,53,1,0
1941,616.51,3221,16,34,1,0
1942,8021.92,3222,17,42,0,4
1943,9282.1,3223,3,54,1,2
1944,8653.86,3224,23,41,1,1
1945,2535.62,3225,16,35,2,2
1946,5290.47,3226,43,60,3,2
1947,8903.15,3227,8,35,1,5
1948,9153.2,3228,14,56,2,5
1949,7387.68,3229,38,38,3,5
1950,2623.46,3230,8,42,0,3
1951,7335.52,3231,0,65,2,0
1952,9621.9,3232,6,62,1,2
1953,6441.34,3233,45,54,3,4
1954,5479.3,3234,12,70,0,2
1955,4741.68,3235,31,47,2,5
1956,8805.74,3236,35,47,1,0
1957,2497.66,3237,26,41,2,3
1958,1946.62,3238,43,41,2,0
1959,7184.63,3239,30,45,0,5
1960,1884.96,3240,7,66,3,0
1961,6480.95,3241,32,22,1,4
1962,4003.09,3242,21,28,0,5
1963,2429.85,3243,16,33,2,5
1964,6733.27,3244,34,36,2,5
1965,1423.59,3245,15,19,3,5
1966,4006.83,3246,14,20,3,4
1967,6782.25,3247,7,23,2,0
1968,7262.64,3248,18,66,1,2
1969,5222.02,3249,37,62,0,5
1970,6455.41,3250,12,38,1,5
1971,6673.12,3251,35,26,3,3
1972,3081.89,3252,2,29,3,1
1973,2982.89,3253,3,57,1,5
1974,216.89,3254,38,19,1,5
1975,8795.67,3255,33,36,2,5
1976,7567.23,3256,31,19,3,1
1977,1313.8,3257,8,58,3,3
1978,7225.27,3258,21,23,1,2
1979,8451.95,3259,22,40,2,1
1980,4314.58,3300,14,19,1,1
1981,1049.89,3301,8,48,3,0
1982,9608.13,3302,8,45,0,3
1983,2525.98,3303,25,28,0,4
1984,4625.03,3304,18,55,2,1
1985,417.38,3305,15,63,1,4
1986,3907.94,3306,26,69,3,4
1987,9455.07,3307,40,35,1,4
1988,6320.01,3308,39,28,2,0
1989,1575.15,3309,4,19,2,2
1990,9461.96,3310,34,24,2,4
1991,3742.91,3311,37,27,3,5
1992,2913.21,3312,45,65,1,4
1993,8735.93,3313,40,24,2,4
1994,1874.02,3314,0,47,0,4
1995,7888.7,3315,44,26,1,0
1996,7214.03,3316,29,67,1,1
1997,3696.79,3317,41,29,2,1
1998,5439.26,3318,36,20,0,1
1999,1877.68,3319,23,55,1,4
2000,1924.8,3320,17,37,1,3
2001,8656.03,3321,45,32,0,1
2002,7295.17,3322,39,34,1,1
2003,6689.96,3323,32,29,0,5
2004,4703.62,3324,2,29,2,1
2005,3084.22,3325,21,19,0,4
2006,7923.02,3326,33,51,3,0
2007,8632.21,3327,9,26,3,0
2008,5134.67,3328,7,37,0,1
2009,9600.12,3329,26,23,3,0
2010,5308.25,3330,28,61,3,5
2011,9163.58,3331,14,56,2,3
2012,234.69,3332,41,53,2,2
2013,2266.41,3333,1,59,1,4
2014,1098.56,3334,27,41,2,0
2015,2422.02,3335,21,47,3,0
2016,6977.09,3336,44,47,2,0
2017,5192.28,3337,15,64,2,4
2018,8305.85,3338,45,50,0,3
2019,2761.58,3339,39,48,2,2
2020,7257.69,3340,27,31,1,2
2021,1351.2,3341,6,36,0,4
2022,6104.85,3342,9,25,1,2
2023,6974.93,3343,36,60,2,4
2024,6740.04,3344,36,63,0,4
2025,3405.89,3345,45,33,2,4
2026,2904.06,3346,9,46,2,3
2027,6394.42,3347,6,27,0,2
2028,9931.33,3348,11,31,1,0
2029,2920.85,3349,49,20,3,1
2030,2054.35,3350,31,63,3,3
2031,2169.17,3351,34,62,2,2
2032,9697.62,3352,39,47,3,3
2033,8241.14,3353,37,32,2,0
2034,1951.35,3354,23,38,3,0
2035,5266.86,3355,40,49,1,5
2036,5875.34,3356,7,24,0,4
2037,8835.97,3357,29,58,1,4
2038,1230.58,3358,13,31,2,2
2039,7287.23,3359,12,42,3,1
2040,8068.98,3400,9,65,0,0
2041,8061.42,3401,3,22,2,4
2042,909.68,3402,9,50,3,2
2043,7115.94,3403,33,46,3,2
2044,4552.89,3404,1,47,3,3
2045,4669.84,3405,34,34,2,4
2046,8787.18,3406,45,54,3,5
2047,1246.55,3407,8,49,1,2
2048,492.82,3408,28,50,1,0
2049,9756.15,3409,43,55,3,0
2050,2418.55,3410,0,41,2,5
2051,923.27,3411,12,31,1,5
2052,6791.04,3412,39,65,1,0
2053,4930.88,3413,20,61,1,3
2054,1355.72,3414,26,41,1,2
2055,6443.84,3415,27,28,2,5
2056,9994.44,3416,17,38,1,2
2057,401.72,3417,39,52,0,4
2058,4072.4,3418,41,38,1,1
2059,357.23,3419,35,33,2,2
2060,777.64,3420,34,69,3,1
2061,847.81,3421,40,38,2,4
2062,7502.92,3422,29,38,2,2
2063,7615.92,3423,35,58,1,4
2064,4971.7,3424,34,65,0,1
2065,9617.39,3425,22,57,0,3
2066,9914.31,3426,28,54,0,4
2067,962.12,3427,40,39,3,1
2068,9607.79,3428,21,25,2,5
2069,8585.2,3429,18,38,2,3
2070,7791.34,3430,4,35,1,3
2071,7205.66,3431,8,24,3,4
2072,5249.5,3432,37,36,2,2
2073,93.74,3433,3,33,0,1
2074,9115.99,3434,25,44,3,1
2075,2094.95,3435,2,21,2,5
2076,275.43,3436,12,36,1,2
2077,8108.76,3437,21,33,0,4
2078,5865.04,3438,23,53,2,5
2079,3352.54,3439,47,49,0,5
2080,4156.08,3440,48,26,2,5
2081,5501.91,3441,15,36,3,3
2082,8377.59,3442,21,33,2,1
2083,5243.46,3443,29,18,2,3
2084,141.07,3444,23,52,0,4
2085,6887.08,3445,4,50,0,5
2086,3345.18,3446,24,36,2,2
2087,6371.97,3447,28,53,1,0
2088,4978.54,3448,46,66,0,3
2089,7295.32,3449,14,43,1,5
2090,8232.18,3450,19,64,1,5
2091,5964.76,3451,48,20,3,3
2092,9604.08,3452,18,45,0,2
2093,9080.29,3453,2,34,3,3
2094,9167.55,3454,44,59,2,2
2095,8823.99,3455,42,25,3,0
2096,6804.41,3456,25,37,0,2
2097,3923.7,3457,5,37,1,2
2098,6101.33,3458,17,65,1,2
2099,3464.47,3459,24,27,3,2
2100,8859.98,3500,46,41,1,5
2101,771.76,3501,7,65,3,5
2102,6040.88,3502,42,69,2,5
2103,8087.05,3503,27,62,1,5
2104,8709.71,3504,41,21,0,3
2105,6396.49,3505,25,54,2,2
2106,5754.53,3506,4,61,0,0
2107,1097.47,3507,44,42,0,4
2108,2929.51,3508,10,55,3,3
2109,2321.18,3509,11,30,0,1
2110,5303.59,3510,39,33,2,5
2111,3436.07,3511,35,67,2,0
2112,273.5,3512,5,49,2,3
2113,1401.54,3513,44,39,3,4
2114,9969.36,3514,30,62,3,4
2115,1955.11,3515,39,49,0,4
2116,8151.31,3516,48,54,3,4
2117,1585.2,3517,18,61,0,5
2118,2163.7,3518,20,21,1,4
2119,6023.63,3519,19,24,1,1
2120,1487.34,3520,45,38,1,2
2121,2409.02,3521,40,40,1,3
2122,2757.45,3522,48,19,0,1
2123,3383.57,3523,20,51,3,2
2124,776.68,3524,2,52,2,0
2125,2558.92,3525,12,18,1,3
2126,374.46,3526,42,45,3,2
2127,7462.7,3527,38,30,1,5
2128,7309.97,3528,37,54,0,4
2129,1309.22,3529,18,39,1,4
2130,5365.69,3530,34,51,1,2
2131,9407.27,3531,41,36,0,1
2132,438.11,3532,28,39,2,0
2133,3674.69,3533,27,35,2,1
2134,222.33,3534,41,40,2,1
2135,7922.4,3535,30,18,1,1
2136,2384.11,3536,36,58,3,1
2137,9356.57,3537,41,38,0,3
2138,4292.41,3538,20,63,0,5
2139,9663.22,3539,24,60,3,5
2140,7440.13,3540,18,59,2,5
2141,5198.2,3541,3,29,0,0
2142,968.89,3542,42,56,0,5
2143,7465.97,3543,44,42,0,1
2144,4270.89,3544,26,40,2,1
2145,8466.9,3545,49,33,0,2
2146,9389.06,3546,3,48,0,2
2147,9439.04,3547,12,20,1,1
2148,8749.54,3548,23,34,1,5
2149,563.32,3549,30,48,1,5
2150,8850.52,3550,35,44,1,1
2151,3619.61,3551,35,64,3,1
2152,3984.32,3552,3,50,2,5
2153,6078.2,3553,49,21,1,1
2154,8183.54,3554,8,56,0,3
2155,7629.73,3555,25,53,0,3
2156,3868.98,3556,18,40,3,4
2157,6852.23,3557,36,43,3,4
2158,736.07,3558,29,53,3,3
2159,9403.69,3559,20,33,0,3
2160,2136.41,3600,21,38,0,4
2161,9528.34,3601,22,21,1,2
2162,7678.27,3602,38,40,1,2
2163,2547.73,3603,23,24,2,2
2164,3411.93,3604,47,70,2,3
2165,530.0,3605,18,51,2,2
2166,4303.64,3606,21,33,0,0
2167,5507.41,3607,46,35,2,2
2168,4368.04,3608,35,37,1,2
2169,1096.65,3609,9,19,3,4
2170,6267.52,3610,27,29,3,4
2171,4857.85,3611,37,47,0,5
2172,7632.89,3612,30,41,3,5
2173,6445.07,3613,15,41,2,4
2174,1434.53,3614,23,34,1,4
2175,2116.48,3615,34,58,3,4
2176,5249.68,3616,1,49,1,3
2177,2645.19,3617,14,61,1,0
2178,7499.14,3618,23,21,3,4
2179,413.01,3619,28,25,0,4
2180,2428.58,3620,16,35,2,0
2181,8964.64,3621,39,29,1,2
2182,59.54,3622,3,55,3,1
2183,5282.82,3623,4,39,1,5
2184,4479.83,3624,13,19,3,5
2185,1948.75,3625,1,33,1,3
2186,2991.42,3626,32,58,2,2
2187,4774.1,3627,26,30,3,0
2188,6674.4,3628,33,45,2,1
2189,5507.38,3629,11,54,3,0
2190,8938.31,3630,34,33,2,1
2191,1373.59,3631,4,42,2,5
2192,470.74,3632,10,52,3,1
2193,2345.14,3633,43,32,3,3
2194,3749.28,3634,44,37,2,0
2195,7241.33,3635,6,20,3,5
2196,543.47,3636,45,27,1,0
2197,6673.59,3637,21,24,1,4
2198,4520.82,3638,7,25,1,3
2199,6942.73,3639,8,19,1,4
2200,6060.76,3640,14,35,2,1
2201,484.44,3641,9,40,1,2
2202,3688.75,3642,49,37,2,0
2203,5648.97,3643,10,66,3,5
2204,7078.4,3644,24,54,2,5
2205,8034.83,3645,43,51,1,2
2206,2864.79,3646,47,20,2,1
2207,1825.96,3647,44,58,0,4
2208,167.58,3648,15,58,0,3
2209,9953.68,3649,13,67,2,5
2210,9919.02,3650,27,58,1,3
2211,5833.16,3651,3,36,0,5
2212,1664.35,3652,3,42,1,3
2213,7564.62,3653,44,19,1,5
2214,7064.55,3654,29,43,3,0
2215,6241.52,3655,48,41,1,4
2216,6263.36,3656,30,30,3,5
2217,7668.62,3657,14,37,3,4
2218,5731.43,3658,46,58,0,0
2219,3764.92,3659,21,55,1,2
2220,7807.38,3700,46,31,0,3
2221,2971.15,3701,32,19,1,2
2222,5531.46,3702,0,57,0,3
2223,6050.55,3703,21,45,2,2
2224,6007.1,3704,11,44,1,3
2225,7300.28,3705,20,45,1,4
2226,6786.01,3706,23,30,1,5
2227,9812.55,3707,24,37,3,1
2228,4567.46,3708,36,56,0,4
2229,8892.62,3709,20,25,0,0
2230,2962.52,3710,37,44,1,1
2231,5357.29,3711,32,42,1,5
2232,3668.14,3712,4,21,2,5
2233,3847.15,3713,48,41,2,0
2234,9519.83,3714,5,65,3,1
2235,2489.53,3715,47,38,1,1
2236,3310.23,3716,18,49,0,2
2237,1038.41,3717,12,46,3,4
2238,222.52,3718,13,30,0,5
2239,5009.38,3719,7,64,0,5
2240,3102.84,3720,29,54,1,0
2241,6191.65,3721,4,20,1,3
2242,9748.79,3722,4,34,2,3
2243,1952.57,3723,18,40,3,3
2244,1759.49,3724,10,39,0,2
2245,1911.85,3725,2,58,1,0
2246,1857.7,3726,15,36,3,5
2247,7805.55,3727,13,30,3,3
2248,8195.46,3728,0,44,2,4
2249,2951.37,3729,6,29,0,4
2250,1421.51,3730,16,69,2,5
2251,9691.41,3731,7,32,3,1
2252,4048.08,3732,7,30,2,5
2253,5602.89,3733,39,23,2,0
2254,9375.92,3734,42,56,1,4
2255,4084.11,3735,42,58,1,1
2256,6999.78,3736,41,68,2,0
2257,9900.33,3737,3,31,0,3
2258,4735.05,3738,41,22,0,5
2259,3985.96,3739,46,62,1,5
2260,1185.99,3740,22,27,3,3
2261,7640.28,3741,47,61,3,4
2262,9723.7,3742,2,22,0,0
2263,314.9,3743,14,63,3,3
2264,4425.47,3744,12,20,0,1
2265,7495.27,3745,39,53,3,0
2266,3101.92,3746,18,25,3,1
2267,9430.88,3747,21,25,0,1
2268,7246.77,3748,13,61,1,2
2269,5204.74,3749,45,20,3,5
2270,2211.77,3750,32,31,0,3
2271,6704.76,3751,44,52,1,3
2272,6027.98,3752,10,49,3,2
2273,3624.4,3753,31,48,3,4
2274,2447.18,3754,31,30,3,4
2275,9501.15,3755,37,64,3,2
2276,1393.85,3756,32,53,3,2
2277,8971.69,3757,15,19,3,1
2278,7572.55,3758,30,20,1,1
2279,8361.35,3759,43,46,2,2
2280,9809.56,3800,43,65,0,5
2281,8281.86,3801,21,49,0,4
2282,8973.54,3802,24,68,1,4
2283,9600.61,3803,22,53,1,4
2284,8873.95,3804,6,56,2,2
2285,1186.87,3805,47,68,0,3
2286,1433.14,3806,39,70,1,1
2287,6954.48,3807,24,51,0,2
2288,6103.97,3808,0,24,2,4
2289,3419.98,3809,16,54,1,3
2290,5497.03,3810,20,62,2,3
2291,8491.23,3811,28,43,3,5
2292,1480.95,3812,37,53,0,0
2293,5909.22,3813,41,67,3,2
2294,3593.63,3814,49,46,2,4
2295,6768.78,3815,16,18,3,1
2296,4347.11,3816,29,62,0,2
2297,2667.73,3817,4,44,1,0
2298,7838.17,3818,3,42,1,1
2299,3830.51,3819,22,45,3,4
2300,3789.18,3820,44,50,2,5
2301,4075.18,3821,9,60,2,4
2302,737.31,3822,5,50,3,0
2303,8293.85,3823,14,37,2,1
2304,159.18,3824,12,30,3,2
2305,4824.47,3825,16,70,0,1
2306,4265.28,3826,17,30,0,5
2307,6723.4,3827,4,23,2,5
2308,6859.85,3828,18,45,0,2
2309,1465.72,3829,24,38,2,2
2310,1910.96,3830,34,20,0,3
2311,5289.76,3831,26,56,3,2
2312,5719.36,3832,26,52,3,5
2313,9804.94,3833,38,31,3,0
2314,7506.71,3834,6,32,3,0
2315,2526.79,3835,20,52,2,5
2316,1928.49,3836,26,22,0,0
2317,2677.8,3837,20,60,0,5
2318,5419.27,3838,7,29,3,4
2319,2413.6,3839,19,49,0,2
2320,7964.87,3840,35,26,2,5
2321,3114.32,3841,12,68,0,4
2322,5095.22,3842,37,36,3,3
2323,6264.15,3843,12,56,2,4
2324,415.22,3844,41,65,0,0
2325,304.25,3845,12,20,1,2
2326,9592.63,3846,31,24,3,0
2327,4789.39,3847,26,35,2,2
2328,2245.11,3848,48,21,2,4
2329,75.07,3849,11,41,2,0
2330,8523.56,3850,37,37,1,3
2331,4348.14,3851,18,30,1,2
2332,3912.82,3852,4,56,1,2
2333,8853.49,3853,43,32,1,4
2334,635.42,3854,49,35,1,4
2335,560.96,3855,19,42,3,5
2336,8338.77,3856,21,57,1,0
2337,7634.91,3857,43,51,2,1
2338,5043.95,3858,4,56,0,0
2339,759.82,3859,30,51,3,0
2340,6686.47,3900,49,34,2,1
2341,8144.99,3901,35,48,0,4
2342,3355.06,3902,11,60,3,5
2343,9695.23,3903,17,33,2,4
2344,8545.95,3904,40,50,1,2
2345,488.68,3905,11,36,2,3
2346,671.56,3906,9,33,1,0
2347,5282.85,3907,49,55,0,2
2348,6124.56,3908,31,38,0,3
2349,2799.68,3909,10,70,2,1
2350,2937.42,3910,1,31,3,3
2351,6069.27,3911,34,49,3,0
2352,8579.79,3912,34,29,2,1
2353,3220.71,3913,49,41,1,4
2354,4536.84,3914,43,64,2,0
2355,7738.81,3915,44,51,2,2
2356,8630.36,3916,46,18,2,3
2357,5222.86,3917,34,23,1,1
2358,8719.69,3918,3,70,3,1
2359,9494.74,3919,9,39,2,5
2360,6424.31,3920,21,67,1,2
2361,6273.51,3921,8,32,1,1
2362,512.49,3922,5,60,2,4
2363,3689.93,3923,36,41,2,3
2364,6378.65,3924,43,51,3,0
2365,2708.51,3925,35,36,1,1
2366,8958.23,3926,14,54,3,0
2367,4412.09,3927,33,44,0,5
2368,5992.37,3928,20,27,0,0
2369,3913.47,3929,32,19,3,2
2370,591.24,3930,37,20,0,0
2371,9429.88,3931,24,31,3,4
2372,8855.5,3932,28,29,2,0
2373,7262.95,3933,2,32,2,5
2374,7632.03,3934,33,20,3,2
2375,4122.34,3935,30,28,3,4
2376,1308.99,3936,31,18,1,5
2377,1380.56,3937,42,25,1,2
2378,204.43,3938,5,64,3,3
2379,7988.68,3939,26,56,0,5
2380,7461.17,3940,24,26,1,2
2381,4926.02,3941,49,42,1,0
2382,6257.64,3942,48,60,1,2
2383,4746.65,3943,47,52,1,1
2384,3850.89,3944,49,43,1,3
2385,486.47,3945,11,21,3,3
2386,1618.11,3946,5,25,2,5
2387,6995.81,3947,26,49,2,3
2388,6021.96,3948,1,32,3,0
2389,7693.44,3949,41,50,2,2
2390,2642.82,3950,31,40,3,3
2391,3978.82,3951,34,38,2,5
2392,5244.57,3952,26,62,1,5
2393,5340.02,3953,4,41,0,1
2394,680.91,3954,31,41,1,1
2395,1960.73,3955,43,40,0,4
2396,2034.64,3956,32,21,3,2
2397,2328.81,3957,22,40,0,0
2398,9373.04,3958,47,24,2,0
2399,9542.39,3959,16,58,2,5
2400,3148.86,4000,0,52,3,1
2401,7152.04,4001,45,23,2,3
2402,1720.77,4002,37,70,1,3
2403,3453.96,4003,45,63,3,0
2404,9610.53,4004,38,47,1,1
2405,1096.05,4005,16,61,1,4
2406,5451.41,4006,34,42,1,4
2407,800.72,4007,15,23,1,1
2408,116.31,4008,12,37,3,3
2409,8496.96,4009,25,28,2,0
2410,8992.15,4010,20,42,0,4
2411,1651.09,4011,46,68,1,5
2412,1025.55,4012,20,44,2,5
2413,6033.24,4013,29,26,1,5
2414,14.64,4014,43,36,0,0
2415,1135.07,4015,33,37,0,2
2416,7505.87,4016,41,32,1,3
2417,2387.35,4017,35,44,3,2
2418,5137.81,4018,17,49,2,5
2419,6699.63,4019,26,48,1,1
2420,1332.24,4020,22,66,0,3
2421,4962.52,4021,7,63,1,5
2422,5738.62,4022,22,18,1,3
2423,3456.2,4023,12,70,0,0
2424,1221.43,4024,41,34,0,4
2425,2190.35,4025,11,58,3,5
2426,752.62,4026,0,67,0,4
2427,6682.08,4027,13,62,0,0
2428,2974.31,4028,38,23,2,0
2429,2653.34,4029,39,23,1,3
2430,501.35,4030,9,19,0,1
2431,9612.77,4031,19,50,2,3
2432,8646.93,4032,27,20,0,0
2433,3237.0,4033,11,21,1,0
2434,1417.1,4034,46,58,0,1
2435,3961.93,4035,39,29,0,4
2436,5107.58,4036,45,59,2,0
2437,9731.05,4037,4,43,0,1
2438,954.22,4038,48,35,2,2
2439,2761.16,4039,9,57,1,5
2440,9949.34,4040,5,24,3,1
2441,2372.71,4041,7,30,3,2
2442,2056.85,4042,19,38,0,2
2443,2508.76,4043,0,60,3,0
2444,1025.14,4044,15,55,3,1
2445,4709.28,4045,25,48,3,3
2446,1091.74,4046,8,34,0,4
2447,1426.31,4047,4,51,1,2
2448,4637.42,4048,3,55,1,0
2449,7911.46,4049,47,40,2,5
2450,6676.09,4050,42,43,2,5
2451,1711.48,4051,47,35,0,1
2452,1874.62,4052,48,26,3,1
2453,150.0,4053,15,41,0,0
2454,1623.15,4054,9,27,1,4
2455,931.76,4055,30,49,1,0
2456,4920.84,4056,14,39,0,4
2457,8208.14,4057,34,65,1,2
2458,5367.08,4058,35,31,1,5
2459,1832.1,4059,42,23,3,2
2460,6286.37,4100,36,46,0,4
2461,2618.37,4101,36,49,3,2
2462,9306.55,4102,34,66,1,2
2463,4204.48,4103,49,55,3,5
2464,5729.47,4104,30,22,2,4
2465,3407.97,4105,46,18,2,4
2466,8299.18,4106,43,41,3,4
2467,7846.1,4107,38,67,2,1
2468,6870.92,4108,24,32,0,3
2469,4384.93,4109,32,46,1,4
2470,7581.21,4110,42,29,0,1
2471,8667.17,4111,47,40,3,4
2472,2323.97,4112,32,44,2,2
2473,8227.22,4113,17,40,1,1
2474,2437.86,4114,34,42,0,2
2475,1158.7,4115,37,32,1,4
2476,5157.85,4116,33,31,3,2
2477,5439.68,4117,32,49,2,3
2478,9959.19,4118,44,30,0,3
2479,4090.17,4119,7,34,0,2
2480,3391.33,4120,17,30,1,3
2481,5728.53,4121,10,37,2,4
2482,4501.94,4122,44,52,2,2
2483,7390.47,4123,25,53,2,5
2484,4933.33,4124,36,56,2,0
2485,7031.17,4125,19,22,2,4
2486,5450.54,4126,13,57,0,0
2487,6370.14,4127,39,21,0,3
2488,4033.79,4128,30,19,2,5
2489,9271.78,4129,49,66,0,0
2490,1198.76,4130,11,70,0,4
2491,4788.43,4131,16,66,1,4
2492,620.28,4132,30,19,3,4
2493,8610.43,4133,12,19,0,4
2494,4969.68,4134,28,28,3,4
2495,9004.12,4135,35,34,0,4
2496,5187.59,4136,5,29,0,1
2497,8077.98,4137,18,19,1,1
2498,8602.41,4138,11,68,2,4
2499,164.46,4139,30,22,1,5
2500,7647.71,4140,11,69,2,5
2501,3767.41,4141,44,26,3,1
2502,1444.86,4142,19,46,2,5
2503,6592.52,4143,27,47,2,4
2504,1717.69,4144,0,42,0,3
2505,2246.84,4145,47,68,2,0
2506,3499.55,4146,43,19,1,0
2507,6742.09,4147,46,42,3,4
2508,871.03,4148,14,43,1,3
2509,3939.63,4149,37,26,3,4
2510,8735.77,4150,5,41,1,4
2511,3666.74,4151,42,60,2,4
2512,7775.09,4152,19,55,1,5
2513,5395.35,4153,11,41,1,1
2514,4478.35,4154,34,66,0,5
2515,1057.96,4155,17,48,1,0
2516,2656.44,4156,10,52,1,1
2517,5698.62,4157,5,48,2,4
2518,7327.57,4158,32,36,2,3
2519,5233.15,4159,12,37,1,5
2520,7703.2,4200,16,25,3,5
2521,1750.41,4201,35,24,2,0
2522,9817.2,4202,4,26,0,5
2523,1396.05,4203,36,64,0,4
2524,5682.99,4204,9,50,1,0
2525,9689.48,4205,32,37,1,1
2526,7552.08,4206,25,50,2,2
2527,9549.36,4207,5,36,1,2
2528,5579.69,4208,49,29,3,1
2529,5347.25,4209,33,23,2,3
2530,6821.8,4210,0,48,3,3
2531,2359.84,4211,31,65,2,1
2532,6238.14,4212,19,29,2,5
2533,5423.16,4213,22,68,0,2
2534,7835.66,4214,48,49,3,5
2535,8682.1,4215,16,34,2,2
2536,9531.34,4216,4,67,2,3
2537,1277.47,4217,14,58,2,3
2538,9186.67,4218,4,27,3,2
2539,8510.22,4219,35,22,1,4
2540,7985.87,4220,11,63,2,0
2541,9514.49,4221,15,57,0,5
2542,6921.01,4222,6,34,2,5
2543,2305.69,4223,3,21,0,3
2544,8419.22,4224,45,60,3,2
2545,4337.18,4225,15,65,0,0
2546,7194.7,4226,20,36,0,0
2547,7170.34,4227,42,48,0,4
2548,2515.21,4228,3,53,0,3
2549,9690.97,4229,12,64,0,5
2550,6487.22,4230,38,54,3,5
2551,2988.39,4231,29,60,2,0
2552,6059.92,4232,28,23,0,5
2553,8462.89,4233,42,30,2,1
2554,6101.2,4234,29,45,3,1
2555,5539.87,4235,36,48,0,2
2556,669.51,4236,39,25,3,3
2557,849.3,4237,28,45,3,0
2558,3474.33,4238,11,22,2,2
2559,6264.4,4239,12,58,0,3
2560,5080.27,4240,32,44,1,2
2561,9624.68,4241,25,51,2,4
2562,7514.23,4242,22,36,3,5
2563,367.64,4243,8,66,2,0
2564,6551.78,4244,19,55,2,4
2565,925.74,4245,9,60,2,3
2566,9237.26,4246,29,50,1,0
2567,2360.46,4247,39,58,1,2
2568,5444.25,4248,14,65,2,5
2569,4481.32,4249,13,54,0,5
2570,4781.24,4250,15,56,0,4
2571,5397.31,4251,47,59,3,0
2572,9721.37,4252,38,22,0,1
2573,1875.74,4253,18,58,1,5
2574,9339.7,4254,30,27,1,5
2575,4525.54,4255,41,42,0,0
2576,3810.68,4256,5,33,1,4
2577,789.14,4257,2,62,3,0
2578,6144.1,4258,40,51,1,1
2579,7196.89,4259,10,62,1,1
2580,6640.29,4300,22,69,2,0
2581,4619.45,4301,14,26,3,1
2582,6108.21,4302,43,46,2,5
2583,4929.79,4303,35,56,2,2
2584,5424.35,4304,21,37,0,3
2585,8571.67,4305,43,23,3,2
2586,5750.18,4306,38,37,1,4
2587,4370.28,4307,10,40,2,0
2588,4977.29,4308,47,59,1,2
2589,8456.66,4309,46,68,0,0
2590,8372.08,4310,35,40,1,5
2591,1303.58,4311,30,18,0,0
2592,5166.01,4312,5,55,2,2
2593,1969.57,4313,16,47,0,0
2594,9941.98,4314,4,33,1,4
2595,391.42,4315,30,66,1,1
2596,6436.62,4316,47,31,3,2
2597,3189.36,4317,35,30,2,2
2598,5248.62,4318,0,20,2,2
2599,3991.95,4319,7,56,3,5
2600,1870.51,4320,26,51,2,0
2601,6255.75,4321,36,48,0,0
2602,2382.44,4322,45,20,1,4
2603,528.2,4323,31,32,2,2
2604,2700.58,4324,44,50,0,5
2605,308.68,4325,39,28,1,0
2606,8948.22,4326,18,63,1,0
2607,3609.97,4327,45,35,2,1
2608,9944.79,4328,18,28,1,5
2609,3815.58,4329,25,55,2,5
2610,6199.2,4330,21,52,3,2
2611,6859.27,4331,38,41,1,2
2612,5696.24,4332,11,65,2,5
2613,316.04,4333,34,27,2,4
2614,1257.01,4334,38,49,3,5
2615,2803.17,4335,16,21,0,0
2616,5422.28,4336,1,36,1,5
2617,7786.01,4337,44,57,3,2
2618,3432.89,4338,26,46,3,5
2619,3751.55,4339,14,58,1,2
2620,2519.55,4340,38,60,2,3
2621,9342.97,4341,26,32,1,2
2622,3937.8,4342,17,35,2,3
2623,5940.01,4343,27,37,3,0
2624,1969.11,4344,40,37,2,5
2625,3536.67,4345,22,70,2,2
2626,8154.11,4346,8,42,1,3
2627,2948.7,4347,39,31,0,0
2628,6386.63,4348,4,69,3,2
2629,6343.15,4349,32,60,0,2
2630,1339.65,4350,8,36,1,5
2631,5331.7,4351,1,42,0,3
2632,5764.77,4352,31,34,3,0
2633,2699.83,4353,0,48,3,2
2634,3919.94,4354,22,34,1,2
2635,8665.06,4355,26,54,2,2
2636,8664.26,4356,38,45,0,2
2637,1953.73,4357,37,39,2,1
2638,9605.14,4358,27,54,3,5
2639,9238.47,4359,31,25,2,5
2640,9346.02,4400,1,33,3,5
2641,3408.46,4401,13,24,3,0
2642,1652.57,4402,45,23,3,4
2643,805.27,4403,28,18,1,4
